Altium Designer Pick and Place Locations
C:\Users\jiang\Desktop\Pomo\Pomo_DriverBoard\Hardware\V2\Pick Place for Panelization.csv

========================================================================================================================
File Design Information:

Date:       15/08/26
Time:       17:53
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","48.5382","30.7674","180","HC-FPC-05-10-22RLTAG","48.5382","32.1724","53.7882","29.3624"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","50.8508","26.1872","360","UPZ1005D121-1R3TF","50.8508","26.1872","50.3428","26.1872"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","38.8112","9.5338","180","UPZ1005D121-1R3TF","38.8112","9.5338","39.3192","9.5338"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","34.8868","9.5252","180","UPZ1005D121-1R3TF","34.8868","9.5252","35.3948","9.5252"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","37.8088","1.5234","270","UPZ1005D121-1R3TF","37.8088","1.5234","37.8088","2.0314"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","33.2358","10.9474","180","UPZ1608U601-1R3TF","33.2358","10.9474","34.0358","10.9474"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","41.9608","1.3714","360","Schottky Diode-DFN-1610-2","41.9608","1.3714","41.3508","1.3714"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","47.1717","1.1684","90","BAV99QA/1SS362FV","47.1717","1.1684","46.7967","0.7184"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","50.9778","1.1531","90","BAV99QA/1SS362FV","50.9778","1.1531","50.6028","0.7032"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","52.0093","4.9423","90","Schottky Diode-DFN-1610-2","52.0093","4.9423","52.0093","4.3323"
"C42","100nF","TopLayer","Capacitor-0402","49.1998","17.0439","360","100nF/X5R/25V","49.1998","17.0439","48.6918","17.0439"
"C41","100nF","TopLayer","Capacitor-0402","49.1998","13.9954","180","100nF/X5R/25V","49.1998","13.9954","49.7078","13.9954"
"C40","100nF","TopLayer","Capacitor-0402","49.1998","14.7574","180","100nF/X5R/25V","49.1998","14.7574","49.7078","14.7574"
"C39","100nF","TopLayer","Capacitor-0402","48.6803","26.4414","270","100nF/X5R/25V","48.6803","26.4414","48.6803","26.9494"
"C38","4.7uF","TopLayer","Capacitor-0402","47.9181","26.4414","270","4.7uF/X5R/10V","47.9181","26.4414","47.9181","26.9494"
"C37","100nF","TopLayer","Capacitor-0402","41.9608","17.6782","270","100nF/X5R/25V","41.9608","17.6782","41.9608","18.1862"
"C36","4.7uF","TopLayer","Capacitor-0402","41.9608","19.4562","90","4.7uF/X5R/10V","41.9608","19.4562","41.9608","18.9481"
"C35","100nF","TopLayer","Capacitor-0402","49.4426","26.4414","90","100nF/X5R/25V","49.4426","26.4414","49.4426","25.9334"
"C34","100nF","TopLayer","Capacitor-0402","41.9608","23.0124","270","100nF/X5R/25V","41.9608","23.0124","41.9608","23.5204"
"C33","100nF","TopLayer","Capacitor-0402","50.8508","26.9494","360","100nF/X5R/25V","50.8508","26.9494","50.3428","26.9494"
"C32","100nF","TopLayer","Capacitor-0402","49.1998","17.8062","360","100nF/X5R/25V","49.1998","17.8062","48.6918","17.8062"
"C31","220pF","TopLayer","Capacitor-0402","36.7918","8.7629","360","CL05C221JB5NNNC","36.7918","8.7629","36.2838","8.7629"
"C30","10uF","TopLayer","Capacitor-0402","36.8046","9.5252","360","HGC0402R5106M100NTEJ","36.8046","9.5252","36.2966","9.5252"
"C29","220pF","TopLayer","Capacitor-0402","34.8868","8.7629","180","CL05C221JB5NNNC","34.8868","8.7629","35.3948","8.7629"
"C28","10uF","TopLayer","Capacitor-0402","32.8548","9.5394","360","HGC0402R5106M100NTEJ","32.8548","9.5394","32.3468","9.5394"
"C27","10uF","TopLayer","Capacitor-0402","38.9508","3.6824","180","HGC0402R5106M100NTEJ","38.9508","3.6824","39.4588","3.6824"
"C26","10uF","TopLayer","Capacitor-0402","38.9508","5.2067","180","HGC0402R5106M100NTEJ","38.9508","5.2067","39.4588","5.2067"
"C25","10uF","TopLayer","Capacitor-0402","32.7278","3.3014","360","HGC0402R5106M100NTEJ","32.7278","3.3014","32.2198","3.3014"
"C24","1uF","TopLayer","Capacitor-0402","32.7278","5.5879","360","HGC0402R5105K500NTEJ","32.7278","5.5879","32.2198","5.5879"
"C23","220pF","TopLayer","Capacitor-0402","36.2843","1.5234","270","CL05C221JB5NNNC","36.2843","1.5234","36.2843","2.0314"
"C22","10uF","TopLayer","Capacitor-0402","37.0466","1.5234","270","HGC0402R5106M100NTEJ","37.0466","1.5234","37.0466","2.0314"
"C21","10uF","TopLayer","Capacitor-0402","37.7698","10.9474","180","HGC0402R5106M100NTEJ","37.7698","10.9474","38.2778","10.9474"
"C20","10uF","TopLayer","Capacitor-0402","37.7698","11.7094","360","HGC0402R5106M100NTEJ","37.7698","11.7094","37.2618","11.7094"
"C19","4.7uF","TopLayer","Capacitor-0805","44.7977","1.2954","360","CL21A475KBQNNNE","44.7977","1.2954","43.7977","1.2954"
"C18","4.7uF","TopLayer","Capacitor-0805","44.7977","2.8493","360","CL21A475KBQNNNE","44.7977","2.8493","43.7977","2.8493"
"C17","10uF","TopLayer","Capacitor-0603","42.2148","4.6805","360","CL10A106KP8NNNC","42.2148","4.6805","41.4148","4.6805"
"C16","10nF/47nF","TopLayer","Capacitor-0402","46.7557","2.8347","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","46.7557","2.8347","46.7557","3.3427"
"C15","100nF/1uF","TopLayer","Capacitor-0402","48.6916","2.8194","270","0402B104K500NT/HGC0402R5105K500NTEJ","48.6916","2.8194","48.6916","3.3274"
"C14","4.7uF","TopLayer","Capacitor-0805","42.5993","9.0711","270","CL21A475KBQNNNE","42.5993","9.0711","42.5993","10.0711"
"C13","100nF/1uF","TopLayer","Capacitor-0402","49.4538","2.8194","270","0402B104K500NT/HGC0402R5105K500NTEJ","49.4538","2.8194","49.4538","3.3274"
"C12","4.7uF","TopLayer","Capacitor-0402","42.5993","11.0292","360","CL05A475MO5NUNC","42.5993","11.0292","42.0913","11.0292"
"C11","10nF/47nF","TopLayer","Capacitor-0402","51.3588","2.8194","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","51.3588","2.8194","51.3588","3.3274"
"C10","4.7uF","TopLayer","Capacitor-0805","53.4821","1.2656","360","CL21A475KBQNNNE","53.4821","1.2656","52.4821","1.2656"
"C9","4.7uF","TopLayer","Capacitor-0805","53.4821","2.8194","360","CL21A475KBQNNNE","53.4821","2.8194","52.4821","2.8194"
"C8","10uF","TopLayer","Capacitor-0603","44.2977","11.9761","360","CL10A106KP8NNNC","44.2977","11.9761","43.4977","11.9761"
"C7","4.7uF","TopLayer","Capacitor-0805","53.0133","6.7814","360","CL21A475KBQNNNE","53.0133","6.7814","52.0133","6.7814"
"C6","4.7uF","TopLayer","Capacitor-0402","45.8978","12.3444","270","CL05A475MO5NUNC","45.8978","12.3444","45.8978","12.8524"
"C5","10uF","TopLayer","Capacitor-0603","54.0293","10.3141","90","CL10A106KP8NNNC","54.0293","10.3141","54.0293","9.5141"
"C4","4.7uF","TopLayer","Capacitor-0805","53.0133","8.3352","360","CL21A475KBQNNNE","53.0133","8.3352","52.0133","8.3352"
"C3","4.7uF","TopLayer","Capacitor-0805","48.6181","12.3444","360","CL21A475KBQNNNE","48.6181","12.3444","47.6181","12.3444"
"C2","4.7uF","TopLayer","Capacitor-0805","51.7720","12.3444","180","CL21A475KBQNNNE","51.7720","12.3444","52.7720","12.3444"
"C1","4.7uF/NC","TopLayer","Capacitor-0402","52.3783","10.3277","180","CL05A475MO5NUNC","52.3783","10.3277","52.8863","10.3277"
"R39","NC/0R","TopLayer","Resistor-0402","41.9524","45.5168","270","Resistor-0402","41.9524","45.5168","41.9524","46.0248"
"R38","NC/7.5K","TopLayer","Resistor-0402","42.7147","45.5168","270","Resistor-0402","42.7147","45.5168","42.7147","46.0248"
"C45","0R/100nF","TopLayer","Capacitor-0402","41.1902","45.5168","270","CL05B104KB5NNNC","41.1902","45.5168","41.1902","46.0248"
"U6","TXS0104ERGYR","TopLayer","TXS0104E-VQFN-14-3.5x3.5mm","52.6422","49.0972","0","TXS0104ERGYR","52.6422","49.0972","51.8922","50.7472"
"R37","10K","TopLayer","Resistor-0402","54.0258","45.6438","270","Resistor-0402","54.0258","45.6438","54.0258","46.1518"
"R33","10K","TopLayer","Resistor-0402","55.6768","42.5958","90","Resistor-0402","55.6768","42.5958","55.6768","42.0878"
"R32","10K","TopLayer","Resistor-0402","52.5018","59.6138","90","Resistor-0402","52.5018","59.6138","52.5018","59.1058"
"R31","0R/NC","TopLayer","Resistor-0402","55.6768","40.4368","270","Resistor-0402","55.6768","40.4368","55.6768","40.9448"
"J2","E0470A01-AF-S","TopLayer","E0470A01-AF-S","58.4163","49.6713","90","AFC01-S40FCA-00","59.7663","49.6713","57.0663","59.4213"
"C44","100nF","TopLayer","Capacitor-0402","53.0098","51.6793","180","100nF/X5R/25V","53.0098","51.6793","53.5178","51.6793"
"C43","100nF","TopLayer","Capacitor-0402","51.2318","51.6793","180","100nF/X5R/25V","51.2318","51.6793","51.7398","51.6793"
"J3","CONN_HDR_3X4_2.54mm","TopLayer","CONN_HDR_3X4_2.54mm","35.4838","61.0108","270","","35.4838","61.0108","32.9438","64.8208"
"X1","27MHz","TopLayer","Oscillator-2016","50.8508","57.7763","270","OC7EL89CJO-113YLC-27M","50.8508","57.7763","50.3008","58.4763"
"USB1","TYPE-C","TopLayer","TYPE-C-16P","36.7498","50.6928","270","GT-USB-7010ASV","39.2698","50.6928","34.2298","46.3678"
"U5","TXS0108ERGYR","TopLayer","TXS0108E-VQFN-20-3.5x4.5mm","45.3938","49.0988","270","TXS0108ERGYR","45.3938","49.0988","47.5438","49.8488"
"U4","GW1NSR-LV4CQN48PC7/I6","TopLayer","GW1NSR-LV4CQN48P-QFN-48_6X6","46.1168","55.0978","0","GW1NSR-LV4CQN48PC7/I6","46.1168","55.0978","43.2668","57.2978"
"U3","EA3036CQBR","TopLayer","EA3036-QFN-20","35.8648","37.7698","270","EA3036CQBR","35.8648","37.7698","36.6648","39.3198"
"U2","SY6283ADRC","TopLayer","SY6283ADRC-dfn-4_1.2x1.6mm","35.7378","44.5008","0","SY6283ADRC","35.7378","44.5008","35.1378","44.7508"
"U1","TPS65185/SY7636A","TopLayer","TPS65185-VQFN-48_6x6mm","47.4713","40.7828","270","","47.4713","40.7828","49.6713","43.6578"
"R36","4.7K/NC","TopLayer","Resistor-0402","49.1998","49.4541","360","Resistor-0402","49.1998","49.4541","48.6918","49.4541"
"R35","4.7K/NC","TopLayer","Resistor-0402","49.1998","48.6921","360","Resistor-0402","49.1998","48.6921","48.6918","48.6921"
"R34","10K","TopLayer","Resistor-0402","41.9608","49.0726","90","Resistor-0402","41.9608","49.0726","41.9608","48.5646"
"R30","49.9R","TopLayer","Resistor-0402","50.8508","56.1930","360","Resistor-0402","50.8508","56.1930","50.3428","56.1930"
"R29","4.7K","TopLayer","Resistor-0402","41.9608","54.4068","270","Resistor-0402","41.9608","54.4068","41.9608","54.9148"
"R28","100R","TopLayer","Resistor-0402","49.8348","61.5188","360","Resistor-0402","49.8348","61.5188","49.3268","61.5188"
"R27","100R","TopLayer","Resistor-0402","48.0568","61.5188","360","Resistor-0402","48.0568","61.5188","47.5488","61.5188"
"R26","100R","TopLayer","Resistor-0402","44.5008","61.5188","360","Resistor-0402","44.5008","61.5188","43.9928","61.5188"
"R25","100K 1%","TopLayer","Resistor-0402","36.7918","40.4108","360","Resistor-0402","36.7918","40.4108","36.2838","40.4108"
"R24","100R","TopLayer","Resistor-0402","42.7226","61.5188","180","Resistor-0402","42.7226","61.5188","43.2306","61.5188"
"R23","100R","TopLayer","Resistor-0402","46.2788","61.5188","360","Resistor-0402","46.2788","61.5188","45.7708","61.5188"
"R22","200K 1%","TopLayer","Resistor-0402","36.7918","41.1731","360","Resistor-0402","36.7918","41.1731","36.2838","41.1731"
"R21","100K","TopLayer","Resistor-0402","38.9508","37.6168","180","Resistor-0402","38.9508","37.6168","39.4588","37.6168"
"R20","100K 1%","TopLayer","Resistor-0402","34.8868","40.4108","180","Resistor-0402","34.8868","40.4108","35.3948","40.4108"
"R19","100K","TopLayer","Resistor-0402","32.7278","37.9981","360","Resistor-0402","32.7278","37.9981","32.2198","37.9981"
"R18","100K","TopLayer","Resistor-0402","32.7278","37.2358","360","Resistor-0402","32.7278","37.2358","32.2198","37.2358"
"R17","100K 1%","TopLayer","Resistor-0402","34.8868","41.1731","180","Resistor-0402","34.8868","41.1731","35.3948","41.1731"
"R16","15K 1%","TopLayer","Resistor-0402","34.7598","34.6958","270","Resistor-0402","34.7598","34.6958","34.7598","35.2038"
"R15","68K 1%","TopLayer","Resistor-0402","35.5221","34.6958","270","Resistor-0402","35.5221","34.6958","35.5221","35.2038"
"R14","100K","TopLayer","Resistor-0402","33.6736","45.0279","180","Resistor-0402","33.6736","45.0279","34.1816","45.0279"
"R13","5.1K","TopLayer","Resistor-0402","40.9448","49.0728","90","Resistor-0402","40.9448","49.0728","40.9448","48.5648"
"R12","5.1K","TopLayer","Resistor-0402","40.9448","52.6288","90","Resistor-0402","40.9448","52.6288","40.9448","52.1208"
"R11","5.1M","TopLayer","Resistor-0402","42.5993","38.7610","180","Resistor-0402","42.5993","38.7610","43.1073","38.7610"
"R10","52.3K/59K","TopLayer","Resistor-0402","49.0728","33.9344","180","Resistor-0402","49.0728","33.9344","49.5808","33.9344"
"R9","1M/750K","TopLayer","Resistor-0402","47.5180","36.0071","90","Resistor-0402","47.5180","36.0071","47.5180","35.4991"
"R8","4.7K/NC","TopLayer","Resistor-0402","42.5993","39.5232","180","Resistor-0402","42.5993","39.5232","43.1073","39.5232"
"R7","47.5K/21K","TopLayer","Resistor-0402","49.0728","34.6964","360","Resistor-0402","49.0728","34.6964","48.5648","34.6964"
"R6","1M/510K","TopLayer","Resistor-0402","50.5966","35.9918","90","Resistor-0402","50.5966","35.9918","50.5966","35.4838"
"R5","4.7K/NC","TopLayer","Resistor-0402","42.5993","40.2855","180","Resistor-0402","42.5993","40.2855","43.1073","40.2855"
"R4","5.1M","TopLayer","Resistor-0402","43.9877","46.0566","180","Resistor-0402","43.9877","46.0566","44.4957","46.0566"
"R3","5.1M","TopLayer","Resistor-0402","46.6601","45.5168","90","Resistor-0402","46.6601","45.5168","46.6601","45.0088"
"R2","43.2K/36K","TopLayer","Resistor-0402","52.3783","42.7379","180","Resistor-0402","52.3783","42.7379","52.8863","42.7379"
"R1","10K/NC","TopLayer","Resistor-0402","52.3783","44.2624","360","Resistor-0402","52.3783","44.2624","51.8703","44.2624"
"L5","1.5uH","TopLayer","Inductor-2016","38.8112","41.1480","270","FTC201610S1R5MBCA","38.8112","41.1480","38.8112","41.7980"
"L4","1.5uH","TopLayer","Inductor-2016","32.8548","41.1535","270","FTC201610S1R5MBCA","32.8548","41.1535","32.8548","41.8036"
"L3","1.5uH","TopLayer","Inductor-2016","32.8548","34.8228","90","FTC201610S1R5MBCA","32.8548","34.8228","32.8548","34.1728"
"L2","4.7uH","TopLayer","Inductor-2016","41.9440","36.2219","180","FTC201610S4R7MBCA","41.9440","36.2219","42.5940","36.2219"
"L1","2.2uH/4.7uH","TopLayer","Inductor-2016","53.8873","38.1133","360","FTC201612S2R2MBCA/FTC201610S4R7MBCA","53.8873","38.1133","53.2373","38.1133"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","48.5382","63.9398","180","HC-FPC-05-10-22RLTAG","48.5382","65.3448","53.7882","62.5348"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","50.8508","59.3596","360","UPZ1005D121-1R3TF","50.8508","59.3596","50.3428","59.3596"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","38.8112","42.7063","180","UPZ1005D121-1R3TF","38.8112","42.7063","39.3192","42.7063"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","34.8868","42.6976","180","UPZ1005D121-1R3TF","34.8868","42.6976","35.3948","42.6976"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","37.8088","34.6958","270","UPZ1005D121-1R3TF","37.8088","34.6958","37.8088","35.2038"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","33.2358","44.1198","180","UPZ1608U601-1R3TF","33.2358","44.1198","34.0358","44.1198"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","41.9608","34.5438","360","Schottky Diode-DFN-1610-2","41.9608","34.5438","41.3508","34.5438"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","47.1717","34.3408","90","BAV99QA/1SS362FV","47.1717","34.3408","46.7967","33.8908"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","50.9778","34.3255","90","BAV99QA/1SS362FV","50.9778","34.3255","50.6028","33.8755"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","52.0093","38.1147","90","Schottky Diode-DFN-1610-2","52.0093","38.1147","52.0093","37.5047"
"C42","100nF","TopLayer","Capacitor-0402","49.1998","50.2163","360","100nF/X5R/25V","49.1998","50.2163","48.6918","50.2163"
"C41","100nF","TopLayer","Capacitor-0402","49.1998","47.1678","180","100nF/X5R/25V","49.1998","47.1678","49.7078","47.1678"
"C40","100nF","TopLayer","Capacitor-0402","49.1998","47.9298","180","100nF/X5R/25V","49.1998","47.9298","49.7078","47.9298"
"C39","100nF","TopLayer","Capacitor-0402","48.6803","59.6138","270","100nF/X5R/25V","48.6803","59.6138","48.6803","60.1218"
"C38","4.7uF","TopLayer","Capacitor-0402","47.9181","59.6138","270","4.7uF/X5R/10V","47.9181","59.6138","47.9181","60.1218"
"C37","100nF","TopLayer","Capacitor-0402","41.9608","50.8506","270","100nF/X5R/25V","41.9608","50.8506","41.9608","51.3586"
"C36","4.7uF","TopLayer","Capacitor-0402","41.9608","52.6286","90","4.7uF/X5R/10V","41.9608","52.6286","41.9608","52.1206"
"C35","100nF","TopLayer","Capacitor-0402","49.4426","59.6138","90","100nF/X5R/25V","49.4426","59.6138","49.4426","59.1058"
"C34","100nF","TopLayer","Capacitor-0402","41.9608","56.1848","270","100nF/X5R/25V","41.9608","56.1848","41.9608","56.6928"
"C33","100nF","TopLayer","Capacitor-0402","50.8508","60.1218","360","100nF/X5R/25V","50.8508","60.1218","50.3428","60.1218"
"C32","100nF","TopLayer","Capacitor-0402","49.1998","50.9786","360","100nF/X5R/25V","49.1998","50.9786","48.6918","50.9786"
"C31","220pF","TopLayer","Capacitor-0402","36.7918","41.9353","360","CL05C221JB5NNNC","36.7918","41.9353","36.2838","41.9353"
"C30","10uF","TopLayer","Capacitor-0402","36.8046","42.6976","360","HGC0402R5106M100NTEJ","36.8046","42.6976","36.2966","42.6976"
"C29","220pF","TopLayer","Capacitor-0402","34.8868","41.9353","180","CL05C221JB5NNNC","34.8868","41.9353","35.3948","41.9353"
"C28","10uF","TopLayer","Capacitor-0402","32.8548","42.7118","360","HGC0402R5106M100NTEJ","32.8548","42.7118","32.3468","42.7118"
"C27","10uF","TopLayer","Capacitor-0402","38.9508","36.8548","180","HGC0402R5106M100NTEJ","38.9508","36.8548","39.4588","36.8548"
"C26","10uF","TopLayer","Capacitor-0402","38.9508","38.3791","180","HGC0402R5106M100NTEJ","38.9508","38.3791","39.4588","38.3791"
"C25","10uF","TopLayer","Capacitor-0402","32.7278","36.4738","360","HGC0402R5106M100NTEJ","32.7278","36.4738","32.2198","36.4738"
"C24","1uF","TopLayer","Capacitor-0402","32.7278","38.7603","360","HGC0402R5105K500NTEJ","32.7278","38.7603","32.2198","38.7603"
"C23","220pF","TopLayer","Capacitor-0402","36.2843","34.6958","270","CL05C221JB5NNNC","36.2843","34.6958","36.2843","35.2038"
"C22","10uF","TopLayer","Capacitor-0402","37.0466","34.6958","270","HGC0402R5106M100NTEJ","37.0466","34.6958","37.0466","35.2038"
"C21","10uF","TopLayer","Capacitor-0402","37.7698","44.1198","180","HGC0402R5106M100NTEJ","37.7698","44.1198","38.2778","44.1198"
"C20","10uF","TopLayer","Capacitor-0402","37.7698","44.8818","360","HGC0402R5106M100NTEJ","37.7698","44.8818","37.2618","44.8818"
"C19","4.7uF","TopLayer","Capacitor-0805","44.7977","34.4678","360","CL21A475KBQNNNE","44.7977","34.4678","43.7977","34.4678"
"C18","4.7uF","TopLayer","Capacitor-0805","44.7977","36.0217","360","CL21A475KBQNNNE","44.7977","36.0217","43.7977","36.0217"
"C17","10uF","TopLayer","Capacitor-0603","42.2148","37.8529","360","CL10A106KP8NNNC","42.2148","37.8529","41.4148","37.8529"
"C16","10nF/47nF","TopLayer","Capacitor-0402","46.7557","36.0071","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","46.7557","36.0071","46.7557","36.5151"
"C15","100nF/1uF","TopLayer","Capacitor-0402","48.6916","35.9918","270","0402B104K500NT/HGC0402R5105K500NTEJ","48.6916","35.9918","48.6916","36.4998"
"C14","4.7uF","TopLayer","Capacitor-0805","42.5993","42.2435","270","CL21A475KBQNNNE","42.5993","42.2435","42.5993","43.2435"
"C13","100nF/1uF","TopLayer","Capacitor-0402","49.4538","35.9918","270","0402B104K500NT/HGC0402R5105K500NTEJ","49.4538","35.9918","49.4538","36.4998"
"C12","4.7uF","TopLayer","Capacitor-0402","42.5993","44.2016","360","CL05A475MO5NUNC","42.5993","44.2016","42.0913","44.2016"
"C11","10nF/47nF","TopLayer","Capacitor-0402","51.3588","35.9918","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","51.3588","35.9918","51.3588","36.4998"
"C10","4.7uF","TopLayer","Capacitor-0805","53.4821","34.4380","360","CL21A475KBQNNNE","53.4821","34.4380","52.4821","34.4380"
"C9","4.7uF","TopLayer","Capacitor-0805","53.4821","35.9918","360","CL21A475KBQNNNE","53.4821","35.9918","52.4821","35.9918"
"C8","10uF","TopLayer","Capacitor-0603","44.2977","45.1485","360","CL10A106KP8NNNC","44.2977","45.1485","43.4977","45.1485"
"C7","4.7uF","TopLayer","Capacitor-0805","53.0133","39.9538","360","CL21A475KBQNNNE","53.0133","39.9538","52.0133","39.9538"
"C6","4.7uF","TopLayer","Capacitor-0402","45.8978","45.5168","270","CL05A475MO5NUNC","45.8978","45.5168","45.8978","46.0248"
"C5","10uF","TopLayer","Capacitor-0603","54.0293","43.4865","90","CL10A106KP8NNNC","54.0293","43.4865","54.0293","42.6865"
"C4","4.7uF","TopLayer","Capacitor-0805","53.0133","41.5076","360","CL21A475KBQNNNE","53.0133","41.5076","52.0133","41.5076"
"C3","4.7uF","TopLayer","Capacitor-0805","48.6181","45.5168","360","CL21A475KBQNNNE","48.6181","45.5168","47.6181","45.5168"
"C2","4.7uF","TopLayer","Capacitor-0805","51.7720","45.5168","180","CL21A475KBQNNNE","51.7720","45.5168","52.7720","45.5168"
"C1","4.7uF/NC","TopLayer","Capacitor-0402","52.3783","43.5001","180","CL05A475MO5NUNC","52.3783","43.5001","52.8863","43.5001"
"R39","NC/0R","TopLayer","Resistor-0402","41.9524","78.6892","270","Resistor-0402","41.9524","78.6892","41.9524","79.1972"
"R38","NC/7.5K","TopLayer","Resistor-0402","42.7147","78.6892","270","Resistor-0402","42.7147","78.6892","42.7147","79.1972"
"C45","0R/100nF","TopLayer","Capacitor-0402","41.1902","78.6892","270","CL05B104KB5NNNC","41.1902","78.6892","41.1902","79.1972"
"U6","TXS0104ERGYR","TopLayer","TXS0104E-VQFN-14-3.5x3.5mm","52.6422","82.2696","0","TXS0104ERGYR","52.6422","82.2696","51.8922","83.9196"
"R37","10K","TopLayer","Resistor-0402","54.0258","78.8162","270","Resistor-0402","54.0258","78.8162","54.0258","79.3242"
"R33","10K","TopLayer","Resistor-0402","55.6768","75.7682","90","Resistor-0402","55.6768","75.7682","55.6768","75.2602"
"R32","10K","TopLayer","Resistor-0402","52.5018","92.7862","90","Resistor-0402","52.5018","92.7862","52.5018","92.2782"
"R31","0R/NC","TopLayer","Resistor-0402","55.6768","73.6092","270","Resistor-0402","55.6768","73.6092","55.6768","74.1172"
"J2","E0470A01-AF-S","TopLayer","E0470A01-AF-S","58.4163","82.8437","90","AFC01-S40FCA-00","59.7663","82.8437","57.0663","92.5937"
"C44","100nF","TopLayer","Capacitor-0402","53.0098","84.8517","180","100nF/X5R/25V","53.0098","84.8517","53.5178","84.8517"
"C43","100nF","TopLayer","Capacitor-0402","51.2318","84.8517","180","100nF/X5R/25V","51.2318","84.8517","51.7398","84.8517"
"J3","CONN_HDR_3X4_2.54mm","TopLayer","CONN_HDR_3X4_2.54mm","35.4838","94.1832","270","","35.4838","94.1832","32.9438","97.9932"
"X1","27MHz","TopLayer","Oscillator-2016","50.8508","90.9487","270","OC7EL89CJO-113YLC-27M","50.8508","90.9487","50.3008","91.6487"
"USB1","TYPE-C","TopLayer","TYPE-C-16P","36.7498","83.8652","270","GT-USB-7010ASV","39.2698","83.8652","34.2298","79.5402"
"U5","TXS0108ERGYR","TopLayer","TXS0108E-VQFN-20-3.5x4.5mm","45.3938","82.2712","270","TXS0108ERGYR","45.3938","82.2712","47.5438","83.0212"
"U4","GW1NSR-LV4CQN48PC7/I6","TopLayer","GW1NSR-LV4CQN48P-QFN-48_6X6","46.1168","88.2702","0","GW1NSR-LV4CQN48PC7/I6","46.1168","88.2702","43.2668","90.4702"
"U3","EA3036CQBR","TopLayer","EA3036-QFN-20","35.8648","70.9422","270","EA3036CQBR","35.8648","70.9422","36.6648","72.4922"
"U2","SY6283ADRC","TopLayer","SY6283ADRC-dfn-4_1.2x1.6mm","35.7378","77.6732","0","SY6283ADRC","35.7378","77.6732","35.1378","77.9232"
"U1","TPS65185/SY7636A","TopLayer","TPS65185-VQFN-48_6x6mm","47.4713","73.9552","270","","47.4713","73.9552","49.6713","76.8302"
"R36","4.7K/NC","TopLayer","Resistor-0402","49.1998","82.6265","360","Resistor-0402","49.1998","82.6265","48.6918","82.6265"
"R35","4.7K/NC","TopLayer","Resistor-0402","49.1998","81.8645","360","Resistor-0402","49.1998","81.8645","48.6918","81.8645"
"R34","10K","TopLayer","Resistor-0402","41.9608","82.2450","90","Resistor-0402","41.9608","82.2450","41.9608","81.7369"
"R30","49.9R","TopLayer","Resistor-0402","50.8508","89.3654","360","Resistor-0402","50.8508","89.3654","50.3428","89.3654"
"R29","4.7K","TopLayer","Resistor-0402","41.9608","87.5792","270","Resistor-0402","41.9608","87.5792","41.9608","88.0872"
"R28","100R","TopLayer","Resistor-0402","49.8348","94.6912","360","Resistor-0402","49.8348","94.6912","49.3268","94.6912"
"R27","100R","TopLayer","Resistor-0402","48.0568","94.6912","360","Resistor-0402","48.0568","94.6912","47.5488","94.6912"
"R26","100R","TopLayer","Resistor-0402","44.5008","94.6912","360","Resistor-0402","44.5008","94.6912","43.9928","94.6912"
"R25","100K 1%","TopLayer","Resistor-0402","36.7918","73.5832","360","Resistor-0402","36.7918","73.5832","36.2838","73.5832"
"R24","100R","TopLayer","Resistor-0402","42.7226","94.6912","180","Resistor-0402","42.7226","94.6912","43.2306","94.6912"
"R23","100R","TopLayer","Resistor-0402","46.2788","94.6912","360","Resistor-0402","46.2788","94.6912","45.7708","94.6912"
